smiles,base_material,dielectric_constant,tg_celsius,density_g_cm3,thickness_nm,applied_voltage,temp_c
CCCC(F)(F)CC(F)(F)C,PVDF,11.940070582452154,-39.64624603275793,1.8205863355575942,4443.432909309153,100.56131043927148,100
COC(F)(F)C(F)(F)N,PTFE,2.135068894135238,118.41120064504321,2.249100024807649,1228.0210600651958,401.76117680193204,100
BrCC(F)(F)CC(F)(F)OC,PVDF,12.02705424455618,-34.652264442691816,1.7752926073318585,2669.7868059507427,386.9181140127514,300
CCCCCCC(=O)NOC,Nylon-6,3.5126833245662814,49.155886773666076,1.1526109966023166,906.3511104686643,189.7162959936457,200
SCCCCCCCC,PE,2.1087047164134125,-116.28487677922236,0.9156508931786962,846.4449763985401,388.6858358993007,300
ClC(F)(F)C(F)(F)C#N,PTFE,2.0682756988362385,118.0057711751532,2.2353650669004503,1190.7149241838574,295.5144062480718,200
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.9863858655546065,144.12316801072043,1.2282062100476216,1868.814403079549,293.6807746006615,200
OC(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.291502451131257,79.96298687054538,1.3657579939639106,1271.7849497935922,424.5284571287469,300
CCCCC(C)CC(C)C#N,PP,2.1049350822865858,-10.002981403037165,0.8652961639170828,715.007977137146,303.2702109939763,200
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.8904998093890946,148.31260328457918,1.194639066516987,2481.09110019893,87.04758146787758,200
OCC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,3.095379544739426,103.10046044184796,1.1864293892666198,1899.6608804042878,11.822518283026312,100
COCC(Cl)CC(Cl)N,PVC,3.4439159184404184,79.6392228611005,1.4442568400314337,3803.658555924131,115.46943660778341,25
c1ccccc1C(F)(F)C(F)(F)N,PTFE,2.071009342544938,119.57260501332823,2.1604330294995315,1324.1617994600197,220.71879883688428,100
ClCC(Cl)CC(Cl)C,PVC,3.482451719292815,82.59643052306394,1.3730679125327856,4576.063338114171,255.10272816354254,25
OCC(F)(F)CC(F)(F)OC,PVDF,11.944311699877186,-36.75229371365519,1.7323291060004693,1190.8475641903951,285.5414522646945,200
NCC(C)CC(C)Br,PP,2.116147056000548,-8.48330532065006,0.9371409086741214,3354.0549528502775,220.22279946513223,25
FC(F)(F)CCCCCO,PE,2.146528148393287,-119.69230409400947,0.9306015820700011,4404.825291992051,305.5225070959756,100
CCCC(Cl)CC(Cl)S,PVC,3.4335896663848553,82.32500412673774,1.444972582659475,3844.292363267885,394.5104575917661,200
SC(F)(F)C(F)(F)OC,PTFE,2.1422922231428236,112.21638003572703,2.1617977021106562,4994.9226039393,137.35908592563794,25
CC(=O)CC(C)CC(C)CCC,PP,2.246945026156116,-9.335793491903553,0.9050908768490403,4228.461161774536,358.1610581539121,100
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.8497686073318036,146.36317079093288,1.1548344642215713,2262.6834206647304,94.61595177421817,100
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOO,PET,3.3445656524084213,73.39251123401397,1.3901218133060171,858.9498911850269,118.62442020904501,25
SC(F)(F)C(F)(F)C#N,PTFE,2.18136145072111,113.37489706384439,2.21109586784167,3239.635141425174,140.97683771719252,300
SCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.537950393188095,96.75849749281006,1.0220927862212912,1402.9998143581286,10.45379229838841,100
COC(=O)c1ccc(cc1)C(=O)OCCOBr,PET,3.3440435024027697,76.52114529502332,1.4021288671585086,1152.8021522049983,462.07125517254354,25
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.8326209537008933,142.64084004288205,1.164816444505179,2274.1053888781225,437.55796029176713,100
CCCCCCCC(=O)NC,Nylon-6,3.406793668425331,47.303319676020145,1.0965413026847883,4657.572156459699,226.3570072156651,100
COCC(F)(F)CC(F)(F)C,PVDF,12.06309078730513,-30.57936554686183,1.8021740252335439,975.150233991506,328.9997310342181,300
CC(=O)CC(C)CC(C)N,PP,2.2859333241839113,-14.001689428232098,0.8607402956288578,1018.9689714994458,313.5889355920529,300
OCC(F)(F)CC(F)(F)OC,PVDF,12.022817646948948,-39.45646112108943,1.7395339685908202,2081.103106798135,422.9160042288918,200
BrCC(Cl)CC(Cl)CCC,PVC,3.4006713827774027,77.35509257821248,1.3837653558878873,1911.3120253699824,394.9221932738315,300
ClCCCCCC(=O)NCC,Nylon-6,3.4909899044683383,42.95213515992619,1.1625005544472091,3235.1281933331256,170.1955335907464,25
CCCCCCCC,PE,2.252227940398071,-117.13935694723047,0.8828113632675546,2526.736720530052,191.69103187396482,300
CCCCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.4611674480825134,104.07415186593673,1.0095483411959219,3704.0046207442315,366.658119381075,200
BrC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.25466866069798,70.61828960698001,1.3676768471296734,4145.944350647056,362.6457778300301,200
OCCCCCC(=O)NO,Nylon-6,3.5455114104709198,45.77469483093157,1.1877747867643296,3611.3791686338686,35.58532799034811,25
BrCC(Cl)CC(Cl)C(=O)O,PVC,3.448667775607772,78.00857747867046,1.392435206095476,2629.0852067684123,152.82148975270164,200
c1ccccc1CC(C)CC(C)Cl,PP,2.2130790197940082,-12.547163091878952,0.879360810394157,2745.626638020748,89.63786398057456,200
COCC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.593952804940874,102.65346351803827,1.0673894583584669,1503.100958069515,261.4136941002266,25
NCCCCCBr,PE,2.219747687125629,-118.18918038066019,0.8979365592948497,3061.912137851356,127.72678553464661,25
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OBr,Polycarbonate,2.8091873994213445,149.92458709775013,1.1747779414439694,1892.4515872130726,132.1745073033186,25
SCC(C)CC(C)CCC,PP,2.1641468237906905,-8.468081149771812,0.9172853394684893,2456.418860640708,122.03634530443618,300
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOBr,PET,3.281554146132648,71.39509204386206,1.3636926847702107,1550.1726442204845,170.75832799963567,200
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOO,PET,3.2945753337117236,79.10166364640509,1.3403079641526596,4677.124539002877,249.19624133527037,300
CCCCCCCCC,PE,2.2162122279400793,-121.53130195465162,0.9290915491481417,602.6174196336387,479.6940144883082,100
NCC(C)CC(C)Cl,PP,2.2411203978923275,-6.498158729591081,0.8650793516634018,3715.0395620325685,240.1717287851167,200
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)S,Polystyrene,2.5527557197170174,95.54497594522591,1.007188833330086,2193.002329874348,119.50108450419373,200
BrCC(C)(C(=O)OC)CC(C)(C(=O)OC)Br,PMMA,2.9693504996522124,108.39611589539214,1.205216506686444,1840.436791893976,307.27247247640713,100
FC(F)(F)C(F)(F)C(F)(F)OC,PTFE,2.0038314475756507,114.8038696840656,2.239610193653704,2451.4298965151474,481.4514026103674,200
CC(=O)C(F)(F)C(F)(F)C#N,PTFE,2.0070567998835402,117.09395820580053,2.2484602502072426,1661.238301873826,237.09812707593898,200
SC(F)(F)C(F)(F)Cl,PTFE,2.043114142066044,112.69899343956342,2.209777934063004,2488.554831852817,129.79316281806138,25
CCCCCCO,PE,2.132153740920519,-116.85868839234372,0.9210287269176363,4318.05505151799,52.76984102529682,100
BrCCCCCCCC,PE,2.160414313756728,-121.05874222821903,0.9116609633069148,507.4731845366024,64.91448178936179,100
CC(=O)CC(Cl)CC(Cl)C,PVC,3.44509683726791,77.02100104732907,1.421254156194512,2756.2766026256104,303.58897346408634,25
c1ccccc1C(F)(F)C(F)(F)S,PTFE,2.0458158537540143,119.35676370196043,2.188887114069908,3133.710784012507,157.77154138422213,100
COCC(C)CC(C)S,PP,2.1263027853511254,-12.773766361758105,0.8722522360990608,3199.78630675554,236.19593943277977,200
CCCCC(C)CC(C)S,PP,2.178719091098686,-13.80249172792781,0.8738890950234467,1862.5535216484354,166.5239533730252,25
CC(=O)c1ccc(cc1)C(=O)OCCOCC,PET,3.3761605876075556,74.51783802437993,1.3584066192203195,3370.6568732037053,477.80540683395554,300
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)S,Polystyrene,2.4897612767544435,97.02485345244546,1.0699270809013939,2105.117598449395,230.18343110623474,25
COCCCCCO,PE,2.131522329725,-123.52216627457808,0.9636127463375744,2470.56816739439,197.8267131609308,25
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.875456996639516,143.36456838499893,1.1851538672972939,4780.294184703508,203.67010054071818,200
ClCCCCCN,PE,2.133545258192313,-123.45315550341425,0.8773111840009172,2260.7123341286783,35.628102588983595,300
c1ccccc1C(F)(F)C(F)(F)C(=O)O,PTFE,2.1632579540497976,115.23076012488576,2.246878059136838,1159.6194630603545,283.98371560295806,300
FC(F)(F)CCCCCC(=O)NCC,Nylon-6,3.472234662083538,48.579689644943215,1.1289047198827162,4557.791380837831,324.76656834065875,300
CCC(Cl)CC(Cl)N,PVC,3.492765622092575,77.89429707508064,1.429606044762587,4584.22201125717,403.3330965912992,25
CCC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,2.903365187850565,102.7422982239037,1.2255382217404247,1921.2416828981632,98.91268309770592,100
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)CC,PMMA,2.982256150524165,104.02169099146322,1.147892478565645,2362.9431931491818,395.53998293643605,200
SCC(C)(C(=O)OC)CC(C)(C(=O)OC)O,PMMA,2.9411424224181855,107.42645147721393,1.2093065971040564,4389.653898992229,137.2033486922553,100
CC(=O)CC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.433126616202469,100.90537408585723,1.0169696932241865,3756.1771562126946,105.6683952845385,200
FC(F)(F)CC(F)(F)CC(F)(F)CCC,PVDF,12.083079387417927,-35.45074772665694,1.8254268276760615,1790.3475544064804,434.4751289738265,100
FC(F)(F)CC(F)(F)CC(F)(F)C,PVDF,12.092276156989437,-30.684613674436743,1.7734096626218754,1528.5512319725071,419.077829139809,100
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OO,Polycarbonate,2.9639851298566215,142.95245704032797,1.152414076247069,2440.423633009211,93.30026178015387,300
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)O,PMMA,3.0433330740929057,102.86692025457076,1.2057716520812654,3334.044986262133,395.90565564445507,100
COCC(Cl)CC(Cl)C(F)(F)F,PVC,3.5220808218348614,82.76648435888715,1.4310519715659797,3702.676194137245,60.37087111092722,200
COC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.3648968542478657,72.22691018959287,1.365280943622786,4739.595232676192,444.1278054154163,200
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,3.090857887573784,101.4758582291747,1.2189264101888193,3942.944650354561,353.93095488613505,100
BrCCCCCCCC,PE,2.198195967667656,-119.36172891865121,0.9125652040597599,1726.4969289381231,146.52457138428343,300
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.9705238498096853,147.1513372595856,1.1522460945440902,807.6985041570864,399.0683782369193,300
COC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.3472473194087153,79.7610250784459,1.3311647273737108,1972.0154027529443,177.75162376706578,300
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OBr,Polycarbonate,2.853485600797183,148.07258414833035,1.2201595381208015,4897.257561726181,194.85348358495682,100
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OO,Polycarbonate,2.975845171362713,148.14666266080778,1.2311774078241158,2583.619844399893,411.79507441159865,25
FC(F)(F)CCCCCC(=O)NS,Nylon-6,3.4218712155950004,43.96220298484866,1.097857536724938,4910.677433877847,70.19974669652676,25
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OS,Polycarbonate,2.8216460873673737,146.87826829376226,1.246337934971852,4585.753609449157,290.26081052598795,100
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.243390802993163,74.59965242794829,1.3495184055400413,2926.489820886642,235.74222797888558,25
NC(F)(F)C(F)(F)C(=O)O,PTFE,2.137268522293626,116.74797139786892,2.199300064778297,2259.6014669166548,383.5656203628749,300
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.8911481461598987,144.5796101016618,1.1545580653667544,2436.0193685570157,324.1215379264493,300
COCC(C)CC(C)Br,PP,2.173580868044364,-12.808107835213676,0.8708379341435015,3881.708647571282,68.26607053664065,300
BrCC(F)(F)CC(F)(F)O,PVDF,12.023417339258897,-34.67872468102839,1.825185665121694,4979.201079443559,420.324035004726,300
CCCC(F)(F)C(F)(F)OC,PTFE,2.1054184894938195,111.74491942024079,2.1896055202678335,3316.711120293681,486.880580656329,300
COCC(Cl)CC(Cl)Br,PVC,3.5019660732114097,78.12214272922078,1.4469458583725587,3799.0601355179538,190.80439111716905,300
CCCC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.42077032425815,97.40305232814933,1.0073940929067176,2609.3242894659115,132.6230981544998,100
COCC(Cl)CC(Cl)C#N,PVC,3.449947143777178,77.02419609230594,1.3857677933377022,4227.812974289098,432.3587086843732,200
c1ccccc1CC(C)CC(C)C,PP,2.124393792841925,-6.4761768206973365,0.9254271514937893,4189.139862071108,267.76965817415027,25
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4252450847617926,98.92454343267795,1.0901964970048472,4445.129667458625,168.55987315619427,25
SCCCCCC(=O)NCl,Nylon-6,3.426588620654808,47.88787031560491,1.1601406862048378,1628.0734527907655,281.4948374767608,200
SCC(c1ccccc1)CC(c1ccccc1)Br,Polystyrene,2.4284565957113187,96.11364972786588,1.013238529125435,848.9825341765986,438.5713518030404,200
NCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.521145814493152,103.10071368126202,1.0449529272242277,1753.9183986238806,419.8337260255202,200
CCC(C)CC(C)C#N,PP,2.182782910878551,-7.109738784368713,0.9329051891622818,1117.8222659437943,126.63536620103368,200
FC(F)(F)CC(F)(F)CC(F)(F)O,PVDF,12.021527440516397,-30.434916289692787,1.7713061829431749,2367.642787948116,62.06196561258435,200
CCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.427879476624198,99.93484157763217,1.0651815521057575,893.0291678230255,226.09912571309155,25
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.939170149727392,148.71411273484463,1.1629741989817055,867.4393059141064,496.9182843240222,200
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.523902253516764,97.15039082893233,1.0428370674059695,4723.179974622184,126.74589519958742,300
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.9687377662590007,107.15093191185493,1.2182742947621585,1268.519428662628,110.76294096724814,200
CCCCCCC(=O)NCl,Nylon-6,3.4041138112374014,50.881561236662506,1.1073906075518625,3311.936128254373,289.6030019273961,100
CCC(C)CC(C)Cl,PP,2.125381995103703,-6.026978002459064,0.9380380300127692,2912.9018590011883,314.6780946317707,25
CC(=O)CCCCCC#N,PE,2.140356422143811,-123.75076320694357,0.9204530990192987,3853.3465774798,318.7058038424354,25
BrCC(F)(F)CC(F)(F)C(F)(F)F,PVDF,11.942102695859168,-34.19765788624163,1.774121111954764,1701.2278065450291,431.9450989798676,25
c1ccccc1CC(F)(F)CC(F)(F)Cl,PVDF,11.964505063030256,-30.980455362716313,1.8106050871853598,806.0301064379889,173.73787611840672,300
NCC(F)(F)CC(F)(F)CC,PVDF,12.014811101156365,-33.156941803202386,1.7360829867501362,1188.9516911151968,172.32562877558786,25
BrCC(C)CC(C)OC,PP,2.1481854232828628,-7.482192907692184,0.8813846772111646,1727.6194856562606,74.13626211674259,100
NCC(F)(F)CC(F)(F)C,PVDF,11.967403974146894,-38.53425874531803,1.7586692703581948,1576.419884377571,395.5638014592214,200
ClCCCCCC(=O)NC(F)(F)F,Nylon-6,3.4531306910779227,50.42853082211778,1.1582766783626814,517.61707614233,287.18055971635397,200
CCCCC(Cl)CC(Cl)CC,PVC,3.5423835621177155,80.63523236969537,1.3995605078201143,748.4448051859121,180.65518289611356,25
CCC(F)(F)C(F)(F)Cl,PTFE,2.1526853070324243,113.08223745568313,2.213537665063231,3206.7183355923794,80.15833682116643,300
CC(=O)CC(Cl)CC(Cl)C(=O)O,PVC,3.4409839602221846,83.7770227208882,1.3791379858300252,1780.504859539885,143.65905507821657,200
BrOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.817323670908252,142.6795802915602,1.1824059599922647,1944.7822483067694,440.05964723972755,25
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.370565107428093,72.73834723909575,1.3800850796288047,3545.953602540026,92.56007851780592,200
OOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.8194060721066716,144.51280501565947,1.154314098309524,517.7568201223752,466.43448034259944,100
FC(F)(F)CCCCCOC,PE,2.151142350720375,-122.93575723426792,0.9526358190071357,917.2550195436494,261.28319218845445,200
CCCC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.252201221760519,76.64795093623584,1.4149153621199564,1222.0909822758715,425.46087797713477,25
SCCCCCC(=O)NC(=O)O,Nylon-6,3.5156078495839864,45.17554893887573,1.1153064131697719,4945.418247851257,111.35765723374251,300
CC(=O)CCCCCC(=O)NOC,Nylon-6,3.4596659530265494,44.21161419207304,1.1583076601157778,4637.894291533771,156.57815461553423,200
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)Br,PMMA,2.984796225776674,103.8997966783453,1.149035610024746,4111.92471400242,195.96508661457312,300
CC(F)(F)C(F)(F)CC,PTFE,2.1221920827125285,115.49107196024462,2.23691295579438,3222.533893649524,258.8661109717321,200
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.888090469043253,148.35633259053324,1.2105591643594773,809.3223589028516,227.02532734720654,25
CCCCCCCCC(=O)NC,Nylon-6,3.491840624636824,50.02314206062103,1.169154676074815,3201.735273275366,489.15723524224717,200
CC(=O)CC(C)(C(=O)OC)CC(C)(C(=O)OC)Br,PMMA,2.9918354073212305,101.7012440561565,1.1319718944011485,734.399487363605,465.6434265369532,25
NCCCCCC(=O)NS,Nylon-6,3.4361905232162586,46.630153497363295,1.127303038909429,3497.5899709448436,223.06264451327817,200
ClCC(F)(F)CC(F)(F)OC,PVDF,11.99022914880223,-32.10441795999344,1.7306715784163385,1796.8968554025391,378.14865013773806,300
BrCCCCCC(=O)NC(F)(F)F,Nylon-6,3.4086663506921,44.61310115456363,1.0983501695386564,2938.758044870141,70.61397115877344,25
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.9268399049540417,145.4365340899421,1.2098318932028291,3334.399286838272,359.4057132123829,300
BrC(=O)c1ccc(cc1)C(=O)OCCOS,PET,3.2355974756046413,72.14582037412882,1.414605655885929,539.2442940040041,435.8738773784485,100
CCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.5183277709159526,103.3109002299801,1.0592266889157362,4772.168728661756,164.04847469486683,300
NCC(F)(F)CC(F)(F)Br,PVDF,12.027619615623975,-35.251763630370526,1.8076663627337894,523.6705547767987,115.6983683369931,100
ClCCCCCC(=O)O,PE,2.260405176054719,-117.20522459228671,0.9342483275995548,4005.4835956015804,75.93058212244208,300
OCC(Cl)CC(Cl)N,PVC,3.5074345296653635,77.96868485507414,1.3560630742189403,2159.9527133186184,134.72916416736825,100
BrC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.2526978585885518,74.78880498934943,1.363543587412796,1557.1768079774035,15.020226587904931,300
CCCCC(Cl)CC(Cl)O,PVC,3.5146622781428607,75.27784095907163,1.4457865896386748,1804.5756819351923,79.03652226675125,300
SC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.219042274189353,79.02127723351646,1.332690915123735,2850.135508544938,38.580995454031296,300
OCCCCCC(=O)NOC,Nylon-6,3.5642982053204744,42.628895980335805,1.153319976461494,2909.642237297938,92.72271741110286,100
CCC(Cl)CC(Cl)Cl,PVC,3.5929037772278405,77.64597605346158,1.3929957049900046,2446.3201695906473,133.98702746554494,300
CCCC(Cl)CC(Cl)C,PVC,3.453206174524333,77.74134393688608,1.3754728350117467,1107.6714322530624,472.4612003708185,200
CCC(c1ccccc1)CC(c1ccccc1)S,Polystyrene,2.452757208435153,96.72367226564248,1.0929768250135075,693.5146283302298,286.9225752209847,200
CC(=O)CC(Cl)CC(Cl)Cl,PVC,3.5905950323120206,81.50794589717736,1.361589886531925,4482.918447020604,249.7399435070909,100
OC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.3738095220366966,75.76429839938456,1.3718070312638724,3642.632019871279,462.3382729860154,200
c1ccccc1CC(C)CC(C)CCC,PP,2.2970091751370436,-7.539513743293983,0.9108110071806589,3893.993748172595,332.9549197557825,200
c1ccccc1C(F)(F)C(F)(F)S,PTFE,2.0216616242377987,111.26858747961717,2.164654682651014,4915.744357969727,312.6535176832981,300
NCCCCCC#N,PE,2.1116216963442898,-121.33391615067387,0.9239527435261679,2023.0541748379671,423.7946479107214,300
OC(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.2988149255951345,75.48551982619686,1.389658045538029,2221.831728430565,389.20880729304906,300
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.8727693562050964,141.01199445926775,1.1674684004920641,4697.3573420335615,131.08845130081977,300
FC(F)(F)CC(F)(F)CC(F)(F)N,PVDF,11.91144963391833,-35.74637919764859,1.826695857898142,741.2878161786363,215.00555795102144,200
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.377412961327046,70.32881125940699,1.3722803480890517,2199.3288454928193,272.2674068932411,100
CC(=O)CCCCCCl,PE,2.13964084544258,-115.89361772869114,0.935626903932749,662.7321972261329,12.660618723063227,25
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)CC,PMMA,3.0569923826576355,105.54825400376568,1.1607131293662027,3238.0266640719105,172.72958204209232,25
SCCCCCC(=O)NCl,Nylon-6,3.483347530117136,47.39229675720744,1.1070551007613731,3622.8891525736926,420.31150721752806,300
BrCCCCCC(=O)NS,Nylon-6,3.473529048572724,48.155820061593616,1.1334127059416748,4451.314349729308,362.071481078401,200
CC(=O)CC(Cl)CC(Cl)CCC,PVC,3.5268007953922376,83.90132507526798,1.3752694127901703,1970.7560371576083,159.66647146144206,100
CCC(C)(C(=O)OC)CC(C)(C(=O)OC)CC,PMMA,2.913043133979907,109.32113448371172,1.1801661842065483,2766.9035199521218,461.7625237595725,300
NCCCCCC,PE,2.2544209782709173,-121.89038490079234,0.9387665049166093,3674.328644678057,200.04243063018836,300
CCC(F)(F)C(F)(F)O,PTFE,2.154501161204483,118.02704976126878,2.1610820769698704,3238.9688868205267,479.95707105184425,25
OCCCCCS,PE,2.18310049248636,-121.3207716996318,0.9598061822558273,2548.560822295839,350.2113773151456,25
SCC(C)CC(C)O,PP,2.2712458007593215,-8.689345571281125,0.8847673634835903,3481.3831746478995,339.208552420893,300
FC(F)(F)CCCCCCl,PE,2.156519215608203,-122.40707990643854,0.8983379265420065,2021.066744710245,306.364033457318,200
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OS,Polycarbonate,2.832191522805981,145.942945478753,1.1899908207643803,4936.062015163524,363.4782172323037,300
