Material_Type,Temperature_C,Thickness_um,Dielectric_Constant,Dissipation_Factor,Theoretical_Breakdown_Strength_MVm
Alloy,190.66150529126136,13.968401326983228,2.179243721458252,0.013363563223652092,122.8538837454993
Alloy,126.29320444395032,13.600914478153713,6.499436944270405,0.038601197415326846,85.9681590176825
Alloy,128.51740517801446,10.025496833507441,2.436712399411409,0.03353774198766601,130.84228494593637
Alloy,186.49392356252503,14.549781525552303,4.563031677099843,0.007401831018941095,76.92879070638281
Polymer_Blend,208.13191056331488,6.876651625432446,7.031276951221911,0.01080846976804425,68.02528169647586
Polymer_Blend,130.70600314716955,3.143613587919722,9.303304671057395,0.01574729216901679,339.3941392604095
Polymer_Blend,172.60265165388904,2.6194799501996124,4.86236509807583,0.04686603388409783,233.9355676256871
Polymer_Blend,153.43000919622457,12.834788047096076,8.880190263067625,0.016991143316607435,118.48410985125506
Polymer_Blend,165.81456341226863,6.9853780938981895,9.346888083204131,0.0019740750506006426,165.264703564326
Nanocomposite,133.31964070230305,13.183559254918137,2.1683510436585145,0.007939661145283645,156.87784105327094
Polymer_Blend,121.10842960485213,7.963557468551071,3.915422702020252,0.0025764193588898292,180.5573873218339
Polymer_Blend,148.07515435808062,2.1452568416013906,7.67889839381999,0.020739122963017616,182.18454069503304
Polymer_Blend,230.3375000258731,8.872429281498825,8.054744344636386,0.0400605166475155,147.82866457539257
Polymer_Blend,220.78386392631492,9.729100435955594,5.139334801736433,0.023071353248861167,156.1969318712419
Alloy,115.24812005690687,7.869615381870947,7.25403690218284,0.04211071260486419,199.98591369470515
Alloy,113.17127684205411,12.894445623167522,6.897268938896281,0.0033289367466761326,84.22743667787563
Alloy,173.94268432285662,10.372106063542379,7.9181996928084795,0.024016420343093436,107.87373439389303
Alloy,141.60733032092168,6.741610072348757,7.749267421960974,0.03956669323434163,194.12599464281735
Polymer_Blend,223.51386925168902,11.347031044480065,2.6869663839228908,0.03406138866504358,53.09543908552097
Nanocomposite,172.92717693691017,6.154974679963929,3.2660014475204875,0.04278845131988288,160.09770939180086
Polymer_Blend,227.90616106777975,12.901119259431356,3.061817178074528,0.01441790147156918,93.66716787829499
Polymer_Blend,116.22982279635657,5.641348160729716,9.459840558742552,0.025541689018114384,191.07242913625672
Polymer_Blend,245.51156150926684,10.66594402392686,9.308341186823913,0.03416705033876918,52.09445592983003
Alloy,215.06520131161693,7.396196552074036,8.37929815677576,0.00925600785178059,120.41488286196805
Polymer_Blend,209.78148445990539,3.315382587305356,2.9337484854076745,0.04097452901917482,219.70067889406855
Polymer_Blend,241.03242418475432,10.18616193478328,6.594171759356687,0.016262032488757665,95.1870571059633
Alloy,170.54541103377602,6.979699475197283,3.4978450087188113,0.005572057891869043,145.3080471010123
Polymer_Blend,122.33333710927769,10.245424174115218,4.94707150047042,0.03851936324341607,127.9486552636308
Alloy,174.5351118761614,9.018746538851936,4.1367302130993036,0.035545881006867036,64.32067951025296
Polymer_Blend,222.28357591158382,2.5407366236191304,8.631447851899727,0.044300307910937524,253.63485367258755
Polymer_Blend,228.93144384484515,4.664717683442631,3.1556111961541857,0.04471166252641908,245.71399775147685
Polymer_Blend,173.2818558441749,11.105474074831939,7.169433348880606,0.014647763444497298,113.74774759652023
Alloy,209.84533302614406,8.079525876621847,9.871157310209334,0.03242677598567318,77.59923599149528
Polymer_Blend,137.04290503587816,8.064102347204518,7.4964366660290676,0.049957026812427606,127.16778730805558
Polymer_Blend,134.58205628648153,2.0311818024877386,2.6338679120556776,0.012946520874592533,345.44465115625013
Polymer_Blend,187.9389328574602,5.936376564821179,9.2627960157002,0.024170956759372288,137.34274262656697
Nanocomposite,163.26267531363993,10.70305752165667,7.144637421516769,0.04559815186738492,159.99340833947068
Nanocomposite,124.15786141331458,13.530845156995618,5.650487836841628,0.00605090243480322,151.65411114361982
Alloy,214.20437392425688,9.462091845527784,7.2775398283289485,0.04648424498025355,84.64205528080615
Polymer_Blend,179.8221171588943,9.028389007652432,9.032354643781096,0.024919624133527038,117.10800529999646
Nanocomposite,178.05884611248368,8.114091930037349,5.8170178233219945,0.04475899864002808,136.7763290948217
Alloy,128.39642795195198,10.820254610567607,6.250571862497834,0.03144719913051713,98.30836921975512
Alloy,136.1710954398891,12.375705106739545,5.619579193743628,0.03390034180413084,127.55544768110079
Polymer_Blend,203.90618265740002,4.868888326399839,2.5807314105893218,0.03887630181997167,152.28711759484509
Polymer_Blend,227.78546237520226,11.281693420099344,8.296561015418867,0.004289668507224234,101.18725020241709
Polymer_Blend,126.58182202214707,5.170112416326323,3.0112939491347115,0.03176064861294233,217.71697572534327
Nanocomposite,221.85185817912728,2.4132998960582395,5.156560082306482,0.04627292499382108,352.6260739952542
Polymer_Blend,218.21427503391243,2.9708384424831245,5.094582764861833,0.04785006247403789,168.20218625220235
Polymer_Blend,222.23677278629918,2.605039897776506,4.2403263366939035,0.04844775075616429,295.74801623430557
Polymer_Blend,187.26157208377464,5.64225623202136,5.220057007155347,0.032645811084128916,134.2853692341679
Alloy,152.77630280361268,3.653252910085761,6.9440728830594285,0.03203105555811839,249.97184619591533
Polymer_Blend,215.65313824285647,3.1076525975563887,4.491098497661694,0.028070788272087394,156.35572411603255
Nanocomposite,171.99181323580547,3.918633480557371,3.3800955015862115,0.030770114598432777,259.3784347439228
Alloy,133.2796122107879,2.496577929562267,8.954940084058133,0.030993778588774872,315.5394169468061
Alloy,160.3580140235802,6.466171506129253,9.766661198857083,0.0030780051575627445,93.75984376078983
Polymer_Blend,168.65752619205236,12.696608114386137,5.668670591010565,0.005354693010737622,115.73893742378907
Alloy,175.80177291875492,9.19912158520927,4.616157698756687,0.03135141201644822,202.20349393679666
Alloy,234.63453631131773,2.8445660571755664,2.3798566222258346,0.01639660507188578,237.51655960445476
Alloy,161.67475188644025,6.874002642677425,2.294812324880425,0.015769848765485137,182.79204749016895
Polymer_Blend,142.72162255615294,7.587850868938179,5.143055965163216,0.010478591326433521,213.33858757957586
Polymer_Blend,244.3521936536952,4.241348679473974,9.441936146407727,0.04025242850227035,173.61898447930085
Polymer_Blend,136.29222863966362,6.849154412518402,7.8456683472125155,0.04825209668231086,200.87731091389185
Polymer_Blend,101.66744361131381,6.377815418388291,4.7941553509662,0.031760142156635154,171.11975379991588
Polymer_Blend,227.4731527181838,8.419508571277776,9.744371401456487,0.047325574884714686,46.950827596615724
Polymer_Blend,243.16686561522363,11.064798038967428,5.430063226045846,0.04431032366900899,82.24232892987293
Polymer_Blend,202.3197921209378,8.224880426512398,4.214341951797166,0.011678421943218529,177.03567512635786
Alloy,161.14744812881813,2.961402664826946,5.410825957794858,0.008522769157666699,244.3344684816604
Polymer_Blend,181.5632027791455,2.7179731765720994,3.692345815870662,0.011367752490902053,124.89868327263142
Nanocomposite,224.80023566449844,13.5434726038657,9.085110161606366,0.005714259809413169,78.04407903086333
Alloy,232.8010494919893,11.031932824351744,4.889386483341522,0.029561079182360974,82.01173259500993
Polymer_Blend,115.37888300663796,10.54333034356987,7.263751715954571,0.014849852099040581,175.16574403783795
Alloy,230.1995075861506,13.871616603430226,5.112377590617308,0.045732918042820064,70.47536691569593
Polymer_Blend,192.60247243244748,9.039576233869965,9.2138513437117,0.031056980888134553,119.65153588802154
Nanocomposite,104.84178282039952,2.9584030665743293,7.139046013725041,0.018620917232667837,287.3810835952609
Polymer_Blend,116.27285538555954,11.287001378234793,5.906015122250396,0.049247390966254696,105.3376985672285
Alloy,106.83013205705323,4.109539527852326,3.057143753450708,0.04770653029870165,283.8179021119387
Polymer_Blend,242.2837858878163,10.660528802272752,9.215333302817633,0.03915214653015082,59.61435263365077
Polymer_Blend,163.97768540000268,7.20919981216748,6.374534946174167,0.03979250009654211,129.67300388022872
Polymer_Blend,207.3423446286776,2.366935518398654,4.28042378369134,0.048886236444700006,367.67455395717394
Nanocomposite,100.25760120218666,2.721884304183034,9.023415134533632,0.03042235490935806,265.148068952482
Alloy,218.97579498633107,7.104240617537083,2.4355234191552624,0.044120972617260876,171.2564943754006
Polymer_Blend,172.30530809699746,9.729060680331994,4.512615338636573,0.004176558392699543,77.03478978973442
Polymer_Blend,238.54040046440178,4.2216637595924755,6.294627209617181,0.028149063453261795,126.59053543341791
Polymer_Blend,178.13462368827857,3.3877484677653373,4.718514688346344,0.02562330063394791,290.18445604216754
Alloy,218.32002238360744,6.890995487058457,5.813874043030863,0.0028484692488216015,142.9698855574946
Polymer_Blend,194.42000370404747,12.454349470889854,4.114530018647871,0.005260647280882521,112.82016615062281
Polymer_Blend,178.0807708959427,12.192071738507277,3.0406647274631773,0.0020701072768267844,95.23479582028244
Nanocomposite,242.23662833027524,10.89382168132542,2.2948331089348137,0.015406735219835873,79.29824463665929
Nanocomposite,174.3398833188062,7.529638556109909,3.2611725192971353,0.003622050246297544,148.6635819671884
Polymer_Blend,233.85825474612653,7.745188805430455,9.623572112198495,0.02173482455327928,77.54870150907912
Alloy,105.41164452023034,4.937270219875708,6.603225066693907,0.04082457415727296,145.86241318527794
Polymer_Blend,198.61282678736774,3.7828525122089536,5.911681002223612,0.031077660613387657,212.5079863010516
Alloy,236.7492368851218,2.205930280360438,5.074590714445669,0.0340157057025351,157.50409595128843
Polymer_Blend,234.89129942294107,13.181950535002622,7.6673611678670825,0.0025438276683721586,68.08869398375876
Alloy,172.75804457580256,8.450399947049455,3.1300758072487467,0.042136791652537496,175.8740570845223
Alloy,170.81457489545207,2.0395587741233334,4.209038941221308,0.008163328589766546,295.5290136006709
Alloy,221.57701519348592,8.879254262828798,7.247216957310022,0.015829892925591862,93.2701780512417
Polymer_Blend,150.25238276593058,5.3582107335005436,5.8325149166818235,0.02632290085173594,215.64824564772462
Nanocomposite,240.57421377348166,7.555714399485426,8.16074031167271,0.04656967811964477,107.31434291786702
Polymer_Blend,137.6026180831389,10.74134378068579,9.176878751653227,0.049909309250299676,190.8862975933011
Polymer_Blend,111.15967409696796,12.526674930749826,8.586980730965248,0.03935037349744908,160.37719906668744
Alloy,215.78859289192843,11.10626336622602,3.473661714085856,0.036736396962645995,141.66753677635378
Polymer_Blend,160.70863832683744,13.651882296736193,2.731761884215828,0.02685643420488956,86.06070579048928
Nanocomposite,153.36660528450102,5.051699835854633,3.355524804360388,0.033615739561958936,252.6111702152014
Nanocomposite,148.13649321693788,10.598006898812198,8.268245532801846,0.008076784595989334,127.09569456215642
Polymer_Blend,247.06633512790583,13.567806518540822,9.310648715941685,0.014190609908167617,65.192174193905
Nanocomposite,185.75149796098236,6.010498887166979,9.40359094163086,0.04924750031135714,75.63251543198606
Polymer_Blend,248.78716638981865,12.39287086431461,4.385726314963565,0.04900113613413138,69.87340768127127
Alloy,151.53714825152042,14.222802409203652,8.722731024108466,0.01682564733847784,127.00629622740179
Polymer_Blend,162.09538579904662,10.370399449611165,6.289884280176773,0.012811380056006409,195.23882736364237
Nanocomposite,131.7644047163002,4.135439303987012,8.582334786785658,0.012246385666053506,134.2443637041312
Polymer_Blend,164.55461745092555,5.3911822242850596,6.386918739040008,0.02475835479170578,211.0542842117343
Polymer_Blend,109.30080143554233,10.83974320290833,3.1671457582329454,0.011964562409764175,159.9868607989304
Polymer_Blend,100.08367778994806,13.260280395584116,2.6337564085847793,0.03277633499498402,80.07939195157829
Nanocomposite,167.96102141580303,2.3088369475032136,9.657753193674717,0.004666170756342826,306.4381933510765
Nanocomposite,211.90358868892358,6.242307805707158,5.4064204514526315,0.00608018389854211,60.840233269816615
Alloy,165.5597749693081,5.036409198842126,4.804165159178543,0.01456977947185423,153.28869846134495
Nanocomposite,177.700809874513,7.486793227202716,4.850424678146483,0.039094718435542984,167.21959013933565
Nanocomposite,166.84238433482824,11.990211203279463,5.031475291803776,0.016841187413058588,165.70499951543167
Alloy,179.02064198819374,8.536471539757233,9.559974623154705,0.02407002233190873,66.22204761437915
Polymer_Blend,216.3406071624516,8.737779462932718,2.501636699225407,0.0331744802544499,120.05167936724183
Alloy,220.5679435927668,9.91733722517585,2.952490299058393,0.03963845617667572,141.59491121000033
Alloy,225.7087065568706,8.703758452104253,8.317212123854794,0.01604834204000798,90.57728705989915
Polymer_Blend,131.86448621044246,10.947397421684574,6.39527593072111,0.036817501147046884,185.2867391789652
Polymer_Blend,168.67666845158755,3.391485596179736,3.028294063687616,0.015017302813215297,236.0561479554026
Alloy,224.6508544305357,2.2964149654142245,2.275681094226691,0.03257884420996368,274.4565491923909
Polymer_Blend,241.28185298159428,12.748268821192687,3.793874786233819,0.023093126898939886,132.54647092890627
Nanocomposite,181.44750736061712,8.225802750865384,4.086485901682169,0.046404763148179526,99.57819492412428
Polymer_Blend,173.94999670025624,5.880159304223072,2.113704236597136,0.04912257592483524,204.3711462877988
Polymer_Blend,214.68921567211902,7.905967069465243,3.728724306697547,0.03893203227682432,96.8226490456676
Nanocomposite,248.75414704038113,10.451190440533324,7.906551495619198,0.045857752446528156,100.13856245784324
Polymer_Blend,163.8898297526987,3.582137583783181,8.843469517096029,0.007688707859185364,200.99303232930612
Polymer_Blend,124.76495173522503,8.806949515409158,9.185886638157744,0.03306873391984781,115.99977429030771
Alloy,225.1460201630418,3.4392059119697707,5.119312261148347,0.010720029137048004,175.65820045449942
Nanocomposite,206.56378127199702,13.174401684439333,4.555309807228461,0.014571456743649968,140.05197927562435
Polymer_Blend,121.76136579929218,9.310990821947602,9.9988867856631,0.02661833881956578,123.82885265162452
Polymer_Blend,148.52639451070775,12.54117505395867,8.15472360737271,0.03735737618315595,123.08524578921849
Alloy,182.98350883450206,11.373070488470427,6.298816647260435,0.036353209635578414,179.69803870985913
Nanocomposite,209.71983404903142,12.598322988958783,4.038171461515173,0.04360350775589512,58.39476004910304
Alloy,217.0969875332597,6.443496240866508,4.570443623080838,0.028404467754202772,116.1549770116903
Polymer_Blend,123.3597054744871,3.8130135737016224,6.122914790635098,0.04639079001608913,166.5597925264811
Polymer_Blend,132.51260058507194,13.590862665088004,6.336663358326005,0.044506541188662666,138.4301971199435
Polymer_Blend,211.61837716375683,13.500314359346323,2.1094291541894226,0.04260381698454403,68.34072285911418
Polymer_Blend,117.41685591611285,13.48254707319256,9.675200682171795,0.012246485282413115,139.5419228617946
Alloy,174.7240358386843,14.860532770883168,6.604849978812508,0.027040951666172635,80.96701204523539
Polymer_Blend,181.8988231587505,9.75017749391452,6.713265955273067,0.03707559325513528,108.35087295736948
Alloy,150.90318206884234,8.662454925236194,3.6917690700305537,0.048829022884384905,156.43675802570604
Alloy,219.4504321190322,12.365302650293174,8.119897430409983,0.0015707164131184034,63.18312185737683
Alloy,108.31237161186856,3.431748729068448,7.898116160734742,0.017028612163309836,340.1526324613853
Polymer_Blend,216.61667421711948,12.179611851606651,2.7612637872381125,0.01777516237670658,63.67433808664541
Nanocomposite,196.9049122472483,12.558935736120555,6.759954978079362,0.015138193919310983,79.0282024340827
Alloy,176.08263635100968,9.50349607654983,7.265549962639039,0.041053790688384315,154.44911858474708
Alloy,230.85590462179027,7.042957510409519,8.68454539659102,0.0032085003955267997,74.39798572354105
Polymer_Blend,130.33696570504196,10.530951845630625,3.6487294313416854,0.018612302750414707,161.05793496099406
Polymer_Blend,220.11610526865235,13.895229899773453,9.021078374451246,0.03587254580552573,116.63022669063916
Nanocomposite,128.166181114232,4.053536531961505,5.691848573660765,0.020930246236242192,262.81003434697743
Polymer_Blend,248.56691458345014,6.044336284936584,2.7721889544451583,0.008059115600920218,144.64159491558573
Polymer_Blend,104.91471548347161,10.72846586383038,2.8449697720870075,0.03093177116519529,129.76047238698501
Polymer_Blend,182.9795888767076,12.83182224314878,3.5824356293853565,0.026607901583287324,102.2093008426016
Alloy,125.20252213319638,10.476897894648085,4.262005647882468,0.04911010296967757,104.55704183167634
Nanocomposite,161.19625997100576,9.680952581694507,5.971246435678397,0.03767778473693925,195.69978458507197
Polymer_Blend,122.19200052618419,3.1146355920830016,7.990009581956479,0.04932262340443852,206.97770421454072
Nanocomposite,129.07381776858102,7.63831553336069,3.4938072161554583,0.010131279414684082,139.6979373960269
Polymer_Blend,109.14707630897323,13.572271084110428,9.941214355996292,0.03831815545461722,73.81253217617635
Alloy,101.20053179107764,6.701328487593564,3.292175454162501,0.02803027276529592,209.71105731026313
Alloy,207.8958829159999,6.953072741954316,6.79502374177718,0.03591296546085966,106.66473452656194
Polymer_Blend,168.0190799119256,6.648247305630562,9.431523486970718,0.023910021662886582,101.03517754799462
Polymer_Blend,106.83882777671833,6.715730975146241,8.660059383014616,0.011407150165932932,252.02821622108644
Polymer_Blend,240.84547283258073,7.261864133698804,7.183113613305279,0.003241096509791101,208.24067339231556
Nanocomposite,199.84152181937986,12.053734888721127,7.723943974327188,0.04207612460900806,164.18313373924556
Alloy,139.6409698050241,7.9158158383466235,3.0736450136429143,0.04092560908074631,146.22980874124838
Nanocomposite,165.8042720680148,9.892113315253715,2.077304430081986,0.008964446955530482,120.019284279969
Nanocomposite,173.39000243584496,7.751463985699203,5.473190274882982,0.032613864077648186,102.80219220240971
Polymer_Blend,185.48917221562962,13.35984336160142,2.7161514107064244,0.03714895132607591,104.69571088130975
Alloy,228.61754165043433,4.323739831675949,4.862020495302595,0.028323624773678342,180.53480490422248
Polymer_Blend,188.48504241012284,3.5977307654513497,3.7899423485579007,0.01654421625170916,158.43038462196137
Polymer_Blend,246.80892235672948,7.300438937155084,9.330773779045941,0.044166349207103904,122.03430409859185
Nanocomposite,209.0213633945089,14.665739814921071,9.040447992064461,0.032479591239530106,123.07198398194869
Alloy,248.27757974062135,11.097352794059141,8.551542788248067,0.03629065808867867,113.94010469320679
Polymer_Blend,182.6123726914721,10.011508099610127,7.7115543873119,0.03295361194561427,88.1769922883062
Alloy,201.76737826946345,7.0743493501712,3.232575432832216,0.03634314490766931,174.80094226001705
Alloy,210.684785809697,5.836975590751033,2.3869394095932126,0.00810829010178776,123.66138678707172
Nanocomposite,213.21205518534956,14.435514811653395,7.23110286283754,0.04620712551725436,94.29235156136765
Alloy,103.66444425044364,7.549954662418736,7.138065097400794,0.015004729099966578,251.78230218958623
Polymer_Blend,119.1211481102737,11.24410424738542,4.955394278035848,0.04199100992846794,90.44602554044397
Polymer_Blend,134.1583579043634,12.535695874226818,5.781493331484777,0.044775826000748795,167.8622487768916
Polymer_Blend,140.72417363146272,10.54779797925242,5.913195105903915,0.03290995672634202,173.2101345172455
Alloy,235.80522839429838,5.02387529255474,3.919425061972051,0.030316737342348514,258.3232471864143
Nanocomposite,208.39048352086533,5.743788054425259,4.513332895260687,0.006343362347407471,93.62427365631717
Polymer_Blend,121.49224158015532,2.2987775543074145,5.347116437308013,0.02237484007790179,198.40485435074766
Polymer_Blend,163.953254962162,14.601921286973148,6.825432239292718,0.030970574847758947,59.004238290183835
Polymer_Blend,136.46823176936238,12.850488998364266,9.64655364813914,0.005011594351655865,168.50004132429845
Alloy,224.47954698562145,7.252150010366242,6.30787687615232,0.006461638562399655,72.62542177405801
Nanocomposite,237.66954790293335,13.601470641709778,7.849311276345612,0.049680581500253236,81.94172279294972
Polymer_Blend,124.64352052203837,3.997844835979789,8.456008819164426,0.017279473397167136,298.8335092347593
Polymer_Blend,162.48561729662657,2.546490751642748,2.9080649704684287,0.018136891877267032,275.599032558092
Alloy,242.92554778797444,3.7588127634898747,7.2249973404315275,0.01332492837939471,139.91528768531427
Polymer_Blend,198.56341640373836,13.484451488998465,5.856885762035396,0.03265496870521958,104.58475206428375
Nanocomposite,230.21453025144012,4.08637988435907,6.579447537983137,0.024180718453533045,136.29670599567507
Polymer_Blend,153.65405965062314,2.8856415781514744,2.3073354861523567,0.03973111691130171,287.13821205498346
Polymer_Blend,131.45535493548547,4.412109416836752,9.249725892379082,0.026112246760933554,130.77846471926372
Nanocomposite,203.69555934685513,7.395812815073531,9.6222731966036,0.00175538303390207,92.87977582972815
Polymer_Blend,120.61395023162035,8.453605441506948,2.027855389476894,0.02465168212601299,101.43453192111153
Polymer_Blend,225.98528450893903,5.066922718550674,3.702332736332087,0.0037041772391439537,167.4907361607381
Polymer_Blend,213.22557352831174,12.474317629831413,3.4415533896715997,0.041512532643589936,91.74675636021115
Polymer_Blend,145.7359952540205,14.477977568873602,8.250436138238811,0.006569246164250332,89.97907253867723
Polymer_Blend,174.80672795784523,5.780870057951796,6.784640472894562,0.011630746733324974,208.44507511816167
Polymer_Blend,219.87908494290622,14.104138871837181,3.418669306373854,0.023538296896946618,106.2961244871705
Polymer_Blend,240.23654796586382,12.632953220167753,8.511767642550883,0.010564018714620312,105.39822098848873
Polymer_Blend,152.82407438308414,13.518263582574429,4.8277989744459875,0.02742177804965455,172.67693444869158
Alloy,218.49877275778965,2.7760839795646857,5.686855010344819,0.02357422279788856,145.08465757718105
Alloy,129.1700621641425,12.842545085715189,5.098452842565163,0.047673607934947154,124.17600855572272
Polymer_Blend,235.53102087798462,9.617026173258731,6.171041651529836,0.00533030460290607,134.99364343799618
Polymer_Blend,202.93750152999348,2.497361571730854,5.841139750629803,0.029259870365158973,287.35946861067515
Alloy,122.91089801052223,11.797455137248965,4.196672021299541,0.03629958087255521,110.04595023006922
Nanocomposite,210.97433824148965,5.142296151148868,5.396448299950722,0.0072537234437369605,167.1624647041471
Nanocomposite,208.6086506902421,12.361984277315308,9.2666971988344,0.032186644260112675,80.11247525393676
Polymer_Blend,211.34461853756324,10.137858811330208,6.023153091833961,0.04334771365432148,57.2064073604318
Polymer_Blend,151.7316126137021,8.400313021850385,9.331091283379005,0.03959022652797965,173.38009738427067
Polymer_Blend,210.97003748902537,2.303985440332346,6.401016382543717,0.04682336383102385,114.59841659831784
